# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP-GutHK_D11_089   -               17     878      13     877       3     882    1466    +           0 1034.1  23.7  -
Acidimicrobiaceae_Acidimicrobium                 -          LKAP-GutHK_D11_089   -               73     852      70     876      50     881    1465    +    1.2e-118  395.7  22.3  -
Rhodothermaceae_Longimonas                       -          LKAP-GutHK_D11_089   -               24     850      17     868       2     881    1457    +    1.2e-118  395.3  22.2  -
Synergistaceae_Fretibacterium                    -          LKAP-GutHK_D11_089   -               77     834      73     875      46     882    1440    +    1.3e-118  395.4  22.5  -
Streptosporangineae_Allonocardiopsis             -          LKAP-GutHK_D11_089   -               36     832      71     875      50     881    1476    +    1.3e-118  395.3  22.3  -
Mooreiaceae_Mooreia                              -          LKAP-GutHK_D11_089   -                8     842      13     874       6     881    1424    +    1.4e-118  395.3  23.0  -
Chitinophagaceae_Segetibacter                    -          LKAP-GutHK_D11_089   -               32     857      17     864       5     879    1480    +    1.6e-118  395.1  22.4  -
Pseudonocardiaceae_Haloechinothrix               -          LKAP-GutHK_D11_089   -               17     855      16     875       1     881    1474    +    1.7e-118  394.8  23.3  -
Thermoanaerobacteraceae_Gelria                   -          LKAP-GutHK_D11_089   -              151     923      73     875      52     881    1725    +    1.9e-118  394.6  21.8  -
Chitinophagaceae_Arachidicoccus                  -          LKAP-GutHK_D11_089   -               27     858      16     866       1     882    1470    +    2.1e-118  394.4  21.7  -
Veillonellaceae_Anaeroglobus                     -          LKAP-GutHK_D11_089   -                8     824      72     875      63     881    1408    +    2.4e-118  394.3  21.7  -
Nocardiopsaceae_Murinocardiopsis                 -          LKAP-GutHK_D11_089   -               14     845      16     875       2     881    1418    +    2.4e-118  394.6  22.9  -
Peptostreptococcaceae_Sporacetigenium            -          LKAP-GutHK_D11_089   -               74     838      73     867      52     881    1495    +    2.9e-118  394.0  20.9  -
Peptococcaceae_Desulfurispora                    -          LKAP-GutHK_D11_089   -              161     937      73     876      48     882    1567    +    3.2e-118  393.9  22.3  -
Flammeovirgaceae_Flexithrix                      -          LKAP-GutHK_D11_089   -               26     854      19     873       3     881    1478    +    3.9e-118  393.8  22.4  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP-GutHK_D11_089   -               46     889      17     868       2     880    1418    +    4.2e-118  393.5  22.1  -
Veillonellaceae_Allisonella                      -          LKAP-GutHK_D11_089   -               44     906      16     867       2     881    1537    +    4.9e-118  393.3  22.2  -
Iamiaceae_Iamia                                  -          LKAP-GutHK_D11_089   -               28     844      30     875       9     881    1474    +    5.7e-118  393.3  22.5  -
Bacillaceae_Tenuibacillus                        -          LKAP-GutHK_D11_089   -               21     883      17     874       2     881    1479    +    5.8e-118  393.0  22.9  -
Chrysiogenaceae_Desulfurispira                   -          LKAP-GutHK_D11_089   -                5     840      12     875       8     882    1408    +    7.1e-118  392.8  21.9  -
Carnobacteriaceae_Dolosigranulum                 -          LKAP-GutHK_D11_089   -               42     879      19     868       3     880    1523    +    7.7e-118  392.8  21.8  -
Micromonosporaceae_Actinorhabdospora             -          LKAP-GutHK_D11_089   -               42     821      72     875      50     881    1450    +    9.1e-118  392.7  22.0  -
Odoribacteraceae_Butyricimonas                   -          LKAP-GutHK_D11_089   -               44     868      17     863       7     880    1486    +    1.2e-117  392.0  21.7  -
Peptococcaceae_Cryptanaerobacter                 -          LKAP-GutHK_D11_089   -               44     874      17     875       2     881    1529    +    1.2e-117  392.2  23.1  -
Sporomusaceae_Anaeroarcus                        -          LKAP-GutHK_D11_089   -               53     872      66     875      43     881    1506    +    1.2e-117  392.0  22.1  -
Thermoanaerobacteraceae_Thermacetogenium         -          LKAP-GutHK_D11_089   -               24     854      17     875       2     881    1462    +    1.3e-117  392.1  24.1  -
Clostridiaceae_Salimesophilobacter               -          LKAP-GutHK_D11_089   -               41     862      16     873       2     881    1471    +    1.3e-117  391.9  22.8  -
Clostridiales_Kallipyga                          -          LKAP-GutHK_D11_089   -               31     858      16     873       2     880    1474    +    1.4e-117  392.0  23.5  -
Leptospiraceae_Turneriella                       -          LKAP-GutHK_D11_089   -               58     839      73     869      50     881    1440    +      2e-117  391.3  21.3  -
Glycomycetaceae_Salininema                       -          LKAP-GutHK_D11_089   -               43     873      16     876       2     882    1492    +    2.2e-117  391.3  24.0  -
Deferribacteraceae_Seleniivibrio                 -          LKAP-GutHK_D11_089   -               20     838      49     875      30     882    1474    +    2.4e-117  390.8  21.6  -
Pseudonocardiaceae_Sciscionella                  -          LKAP-GutHK_D11_089   -               59     840      70     875      30     881    1465    +    2.6e-117  391.1  22.6  -
Melioribacteraceae_Melioribacter                 -          LKAP-GutHK_D11_089   -               89     882      72     873      46     881    1539    +    2.6e-117  390.9  21.4  -
Cytophagaceae_Runella                            -          LKAP-GutHK_D11_089   -               56     840      77     874      57     879    1428    +    2.9e-117  390.9  20.1  -
Acidimicrobiaceae_Ferrithrix                     -          LKAP-GutHK_D11_089   -               44     865      17     875       2     881    1331    +    2.9e-117  391.1  23.1  -
Deferribacteraceae_Flexistipes                   -          LKAP-GutHK_D11_089   -               52     897      17     873       2     880    1498    +      3e-117  390.7  22.0  -
Selenomonadaceae_Centipeda                       -          LKAP-GutHK_D11_089   -               18     879      16     875       2     882    1494    +      3e-117  390.6  22.9  -
Lachnospiraceae_Sellimonas                       -          LKAP-GutHK_D11_089   -               10     780      73     873      63     881    1345    +      3e-117  390.9  21.7  -
Flavobacteriaceae_Zunongwangia                   -          LKAP-GutHK_D11_089   -               44     880      17     874       4     882    1490    +    4.1e-117  389.9  21.5  -
Nocardiopsaceae_Salinactinospora                 -          LKAP-GutHK_D11_089   -               43     881      16     875       2     881    1486    +    4.5e-117  390.5  23.3  -
Flavobacteriaceae_Subsaximicrobium               -          LKAP-GutHK_D11_089   -               18     855      12     874       3     882    1419    +    4.6e-117  389.9  21.7  -
Oscillatoriales_Planktothricoides                -          LKAP-GutHK_D11_089   -               11     766      70     868      49     880    1369    +    6.5e-117  389.7  20.4  -
Ardenticatenia_Ardenticatena                     -          LKAP-GutHK_D11_089   -               23     861      16     868       2     881    1453    +    7.1e-117  389.8  23.3  -
Nocardiopsaceae_Spinactinospora                  -          LKAP-GutHK_D11_089   -                1     832      16     875      16     881    1452    +    7.3e-117  389.7  22.3  -
Catalimonadaceae_Catalinimonas                   -          LKAP-GutHK_D11_089   -               14     840      19     873       6     880    1425    +    8.5e-117  389.3  22.2  -
Pseudonocardiaceae_Thermobispora                 -          LKAP-GutHK_D11_089   -               30     860      16     875       2     881    1469    +    9.4e-117  389.3  23.7  -
Oscillatoriales_Halospirulina                    -          LKAP-GutHK_D11_089   -               56     810      75     873      53     880    1388    +      1e-116  389.1  20.9  -
Clostridiales_Guggenheimella                     -          LKAP-GutHK_D11_089   -               42     869      16     875       2     882    1501    +    1.1e-116  389.0  23.0  -
Thermoanaerobacteraceae_Desulfovirgula           -          LKAP-GutHK_D11_089   -               24     857      17     875       2     881    1436    +    1.4e-116  388.7  23.7  -
Nocardiopsaceae_Actinorugispora                  -          LKAP-GutHK_D11_089   -               52     882      16     875       2     881    1542    +    1.5e-116  388.6  23.0  -
Sporomusaceae_Anaerospora                        -          LKAP-GutHK_D11_089   -              123     928      75     875      54     881    1517    +    1.5e-116  388.3  21.2  -
Sporomusaceae_Anaeromusa                         -          LKAP-GutHK_D11_089   -               64     883      66     875      42     881    1530    +    1.7e-116  388.1  22.0  -
Thermoactinomycetaceae_Baia                      -          LKAP-GutHK_D11_089   -               73     849      69     874      48     881    1499    +    1.9e-116  388.1  22.0  -
Ruminococcaceae_Harryflintia                     -          LKAP-GutHK_D11_089   -               28     802      75     876      63     882    1363    +      2e-116  388.0  21.4  -
Propionibacteriaceae_Granulicoccus               -          LKAP-GutHK_D11_089   -                2     767      83     875      82     881    1315    +    2.4e-116  388.0  20.1  -
Selenomonadaceae_Schwartzia                      -          LKAP-GutHK_D11_089   -               26     879      17     875       2     882    1489    +      3e-116  387.4  22.9  -
Bacillaceae_Natribacillus                        -          LKAP-GutHK_D11_089   -              148     949      75     869      55     880    1557    +    3.3e-116  387.5  21.6  -
Thermoactinomycetaceae_Croceifilum               -          LKAP-GutHK_D11_089   -               53     829      69     874      48     881    1428    +    4.2e-116  387.0  21.9  -
Cytophagales_Luteivirga                          -          LKAP-GutHK_D11_089   -               35     827      67     873      47     880    1297    +    5.9e-116  386.6  20.8  -
Cytophagaceae_Arcicella                          -          LKAP-GutHK_D11_089   -               36     819      75     874      55     879    1410    +    6.4e-116  386.2  21.4  -
Ruminococcaceae_Acetanaerobacterium              -          LKAP-GutHK_D11_089   -               43     892      17     875       2     881    1533    +    7.8e-116  386.0  23.1  -
Sporolactobacillaceae_Sinobaca                   -          LKAP-GutHK_D11_089   -               49     929      17     874       2     881    1531    +    8.5e-116  385.9  23.3  -
Pyrinomonadaceae_Arenimicrobium                  -          LKAP-GutHK_D11_089   -               46     898      19     875       2     882    1521    +    9.7e-116  385.8  23.2  -
Chroococcales_Chalicogloea                       -          LKAP-GutHK_D11_089   -               76     819      82     868      62     880    1442    +      1e-115  385.6  20.7  -
Actinomycetales_Halopolyspora                    -          LKAP-GutHK_D11_089   -               44     858      17     875       2     881    1511    +    1.1e-115  385.7  23.7  -
Synergistaceae_Synergistes                       -          LKAP-GutHK_D11_089   -              100     852      74     868      51     882    1355    +    1.3e-115  385.6  22.1  -
Spirochaetaceae_Rectinema                        -          LKAP-GutHK_D11_089   -               78     875      72     869      49     881    1501    +    1.3e-115  385.7  21.6  -
Glycomycetaceae_Salilacibacter                   -          LKAP-GutHK_D11_089   -               43     874      16     876       2     882    1494    +    1.3e-115  385.6  23.3  -
Nocardiopsaceae_Lipingzhangella                  -          LKAP-GutHK_D11_089   -               44     876      17     875       2     881    1528    +    1.5e-115  385.3  23.2  -
Ruminococcaceae_Fastidiosipila                   -          LKAP-GutHK_D11_089   -               13     821      44     875      34     881    1389    +    1.7e-115  384.9  21.6  -
Opitutaceae_Alterococcus                         -          LKAP-GutHK_D11_089   -               53     876      55     865      10     881    1482    +    1.8e-115  384.9  21.8  -
Erysipelotrichaceae_Allobaculum                  -          LKAP-GutHK_D11_089   -               46     849      63     868      41     880    1479    +      2e-115  384.7  21.8  -
Mesoaciditogaceae_Mesoaciditoga                  -          LKAP-GutHK_D11_089   -               31     878      16     874       2     881    1462    +      2e-115  384.8  23.1  -
Nocardiopsaceae_Haloactinospora                  -          LKAP-GutHK_D11_089   -               16     857      16     875       2     881    1475    +    3.1e-115  384.3  23.3  -
Alicyclobacillaceae_Kyrpidia                     -          LKAP-GutHK_D11_089   -               45     881      18     874       2     881    1528    +    3.6e-115  384.2  24.0  -
Acidaminococcaceae_Succiniclasticum              -          LKAP-GutHK_D11_089   -               36     890      17     875       2     881    1505    +    3.7e-115  383.8  22.3  -
Isosphaeraceae_Singulisphaera                    -          LKAP-GutHK_D11_089   -               68     856      73     877      53     882    1432    +    3.7e-115  383.7  21.3  -
Deferribacteraceae_Mucispirillum                 -          LKAP-GutHK_D11_089   -               24     863      17     873       2     880    1471    +      4e-115  383.8  22.3  -
Flavobacteriaceae_Pricia                         -          LKAP-GutHK_D11_089   -               43     882      16     873       3     881    1493    +    4.7e-115  383.6  22.1  -
Acidimicrobiaceae_Ferrimicrobium                 -          LKAP-GutHK_D11_089   -               44     868      17     876       2     882    1466    +    5.5e-115  383.2  23.1  -
Mzabimycetaceae_Mzabimyces                       -          LKAP-GutHK_D11_089   -               12     785      72     875      54     881    1357    +    6.1e-115  383.2  22.8  -
Streptococcaceae_Lactovum                        -          LKAP-GutHK_D11_089   -               69     868      74     869      53     880    1456    +    6.6e-115  383.0  21.4  -
Bdellovibrionaceae_Vampirovibrio                 -          LKAP-GutHK_D11_089   -               38     842      19     873       2     881    1446    +    6.6e-115  383.1  21.8  -
Armatimonadaceae_Armatimonas                     -          LKAP-GutHK_D11_089   -               63     835      75     874      53     881    1438    +    8.9e-115  382.6  21.4  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          LKAP-GutHK_D11_089   -                1     782      77     875      77     881    1427    +    1.2e-114  382.3  21.2  -
Elusimicrobiaceae_Elusimicrobium                 -          LKAP-GutHK_D11_089   -                3     828      17     874      15     881    1395    +    1.3e-114  381.9  21.8  -
Thermoanaerobacteraceae_Tepidanaerobacter        -          LKAP-GutHK_D11_089   -               23     855      16     875       2     881    1451    +    1.6e-114  381.7  24.0  -
Thermaceae_Marinithermus                         -          LKAP-GutHK_D11_089   -               46     870      18     874       2     881    1493    +    1.6e-114  382.0  23.5  -
Bryobacteraceae_Bryobacter                       -          LKAP-GutHK_D11_089   -               21     819      17     875       2     882    1391    +    1.9e-114  381.5  23.1  -
Persicobacteraceae_Fulvitalea                    -          LKAP-GutHK_D11_089   -                7     796      70     873      64     880    1244    +    1.9e-114  381.7  21.0  -
Actinospicaceae_Actinocrinis                     -          LKAP-GutHK_D11_089   -               35     847      72     875      51     881    1433    +    2.1e-114  381.5  21.9  -
Petrotogaceae_Geotoga                            -          LKAP-GutHK_D11_089   -               54     870      17     874       2     880    1613    +    2.4e-114  381.0  22.1  -
Verrucomicrobiales_Limisphaera                   -          LKAP-GutHK_D11_089   -               15     852      50     874      37     881    1410    +    2.4e-114  381.5  22.2  -
Hymenobacteraceae_Nibribacter                    -          LKAP-GutHK_D11_089   -                7     791      75     873      68     880    1350    +    3.7e-114  380.7  20.7  -
Enterococcaceae_Pilibacter                       -          LKAP-GutHK_D11_089   -               32     867      29     869       7     880    1432    +      4e-114  380.4  22.3  -
Sphaerobacteraceae_Sphaerobacter                 -          LKAP-GutHK_D11_089   -               44     827      68     874      43     881    1500    +    4.5e-114  380.5  23.4  -
Prevotellaceae_Paraprevotella                    -          LKAP-GutHK_D11_089   -               24     861      17     874      10     879    1481    +    4.6e-114  380.0  21.3  -
Peptostreptococcaceae_Anaerosphaera              -          LKAP-GutHK_D11_089   -               32     856      16     868       2     880    1472    +    5.3e-114  380.1  23.1  -
Thermoflexaceae_Thermoflexus                     -          LKAP-GutHK_D11_089   -                9     841      14     867       6     881    1466    +    8.7e-114  379.7  23.4  -
Pseudonocardiaceae_Actinorectispora              -          LKAP-GutHK_D11_089   -               13     825      11     875       2     881    1445    +    9.3e-114  379.3  23.5  -
Synergistaceae_Aminiphilus                       -          LKAP-GutHK_D11_089   -               94     849      73     875      47     882    1416    +      1e-113  379.2  22.7  -
Verrucomicrobiaceae_Roseimicrobium               -          LKAP-GutHK_D11_089   -               26     850      19     867       2     881    1457    +    1.3e-113  378.9  22.8  -
Anaerolineaceae_Levilinea                        -          LKAP-GutHK_D11_089   -               63     830      75     868      53     881    1424    +    1.3e-113  379.0  22.2  -
Chitinophagaceae_Flavitalea                      -          LKAP-GutHK_D11_089   -                8     835      19     865      14     882    1447    +    1.5e-113  378.6  20.9  -
Cytophagaceae_Nibrella                           -          LKAP-GutHK_D11_089   -               32     819      75     874      52     879    1358    +    1.5e-113  378.4  21.2  -
Natranaerobiaceae_Natronovirga                   -          LKAP-GutHK_D11_089   -               44     677     212     874     174     882    1225    +    1.6e-113  378.5  17.1  -
Eggerthellaceae_Parvibacter                      -          LKAP-GutHK_D11_089   -               32     843      17     875       2     881    1442    +    2.2e-113  378.2  23.8  -
Synergistaceae_Pyramidobacter                    -          LKAP-GutHK_D11_089   -               24     836      17     875       2     882    1445    +    2.9e-113  377.6  23.4  -
Peptoniphilaceae_Ezakiella                       -          LKAP-GutHK_D11_089   -               19     849      17     874       2     881    1367    +    2.9e-113  377.6  22.6  -
Pseudonocardiaceae_Longimycelium                 -          LKAP-GutHK_D11_089   -               44     803      16     875       2     881    1454    +      3e-113  377.7  23.5  -
Balneolaceae_Fodinibius                          -          LKAP-GutHK_D11_089   -               39     846      49     873      24     881    1466    +      3e-113  377.6  21.7  -
Thermonemataceae_Thermonema                      -          LKAP-GutHK_D11_089   -               15     850      17     873       5     880    1465    +    3.4e-113  377.5  22.7  -
Herpetosiphonaceae_Herpetosiphon                 -          LKAP-GutHK_D11_089   -               75     835      74     867      53     879    1475    +    4.1e-113  376.9  21.1  -
Spirochaetales_Exilispira                        -          LKAP-GutHK_D11_089   -               27     848      20     869       4     880    1456    +    4.4e-113  377.0  21.7  -
Brevinemataceae_Brevinema                        -          LKAP-GutHK_D11_089   -               82     870      64     873      42     881    1490    +    4.6e-113  377.0  21.5  -
Halobacteroidaceae_Acetohalobium                 -          LKAP-GutHK_D11_089   -               44     890      17     868       2     880    1525    +    9.1e-113  375.8  21.8  -
Parachlamydiaceae_Neochlamydia                   -          LKAP-GutHK_D11_089   -               72     876      74     867      53     881    1529    +    9.3e-113  376.0  21.5  -
Puniceicoccaceae_Ruficoccus                      -          LKAP-GutHK_D11_089   -               43     865      19     865       2     881    1471    +    9.4e-113  375.9  21.9  -
Bacteroidaceae_Anaerorhabdus                     -          LKAP-GutHK_D11_089   -               78     858      75     869      50     880    1471    +    9.8e-113  375.9  21.3  -
Flammeovirgaceae_Rapidithrix                     -          LKAP-GutHK_D11_089   -                5     862      18     873      15     881    1465    +    1.7e-112  375.1  21.6  -
Lachnospiraceae_Catonella                        -          LKAP-GutHK_D11_089   -               22     854      17     873       2     881    1467    +    1.8e-112  375.1  22.8  -
Flammeovirgaceae_Fabivirga                       -          LKAP-GutHK_D11_089   -               37     824      72     873      48     880    1375    +    2.4e-112  374.8  21.1  -
Desulfurobacteriaceae_Phorcysia                  -          LKAP-GutHK_D11_089   -                2     808      87     875      86     881    1349    +    2.8e-112  374.9  19.9  -
Anaerolineaceae_Pelolinea                        -          LKAP-GutHK_D11_089   -               26     842      19     868       2     880    1432    +      3e-112  374.4  22.0  -
Synergistaceae_Jonquetella                       -          LKAP-GutHK_D11_089   -               59     818      74     875      53     882    1394    +    3.3e-112  374.3  23.0  -
Mesoaciditogaceae_Athalassotoga                  -          LKAP-GutHK_D11_089   -               26     862      17     874       2     881    1500    +    3.3e-112  374.3  23.4  -
Leptotrichiaceae_Hypnocyclicus                   -          LKAP-GutHK_D11_089   -                4     743     102     869      99     881    1213    +    3.4e-112  374.2  18.7  -
Sphingobacteriaceae_Pseudopedobacter             -          LKAP-GutHK_D11_089   -               45     882      18     874       5     880    1518    +    3.9e-112  373.8  22.2  -
Thermoanaerobacterales_Thermovorax               -          LKAP-GutHK_D11_089   -               28     859      16     874       2     881    1469    +    3.9e-112  374.1  23.3  -
Erysipelotrichaceae_Dielma                       -          LKAP-GutHK_D11_089   -               86     878      70     869      41     880    1499    +    4.6e-112  373.7  21.5  -
Flavobacteriaceae_Sungkyunkwania                 -          LKAP-GutHK_D11_089   -               24     853      17     873       3     881    1442    +    4.8e-112  373.7  22.9  -
Planctomycetaceae_Rubinisphaera                  -          LKAP-GutHK_D11_089   -               47     843      20     875       2     882    1488    +    4.9e-112  373.7  22.5  -
Verrucomicrobiaceae_Verrucomicrobium             -          LKAP-GutHK_D11_089   -               23     850      19     867       2     882    1492    +      5e-112  373.6  23.2  -
Chitinivibrionaceae_Chitinivibrio                -          LKAP-GutHK_D11_089   -               32     872      17     868       2     880    1488    +      6e-112  373.2  21.8  -
Blastocatellales_Chloracidobacterium             -          LKAP-GutHK_D11_089   -               44     839      17     870       3     881    1488    +    6.3e-112  373.1  22.0  -
Lachnospiraceae_Johnsonella                      -          LKAP-GutHK_D11_089   -               21     849      16     873       2     881    1478    +    6.4e-112  373.5  23.2  -
Flammeovirgaceae_Sediminitomix                   -          LKAP-GutHK_D11_089   -               73     859      70     868      42     880    1415    +    6.8e-112  373.1  21.4  -
Halobacteroidaceae_Sporohalobacter               -          LKAP-GutHK_D11_089   -               44     887      17     868       2     880    1527    +    7.4e-112  372.9  21.9  -
Persicobacteraceae_Aureibacter                   -          LKAP-GutHK_D11_089   -               46     875      18     873       3     880    1485    +    7.9e-112  373.0  22.0  -
Flammeovirgaceae_Tunicatimonas                   -          LKAP-GutHK_D11_089   -               26     853      19     874       3     881    1457    +    8.9e-112  372.7  21.8  -
Puniceicoccaceae_Puniceicoccus                   -          LKAP-GutHK_D11_089   -               43     862      31     865      10     881    1480    +    1.2e-111  372.3  20.7  -
Erysipelotrichaceae_Catenisphaera                -          LKAP-GutHK_D11_089   -               24     861      17     869       3     880    1419    +    1.7e-111  371.9  22.4  -
Sporomusaceae_Anaerosporomusa                    -          LKAP-GutHK_D11_089   -               78     893      72     875      50     881    1509    +      2e-111  371.5  22.1  -
Erysipelotrichaceae_Longicatena                  -          LKAP-GutHK_D11_089   -               40     828      75     869      55     880    1433    +    2.3e-111  371.3  21.6  -
Trueperaceae_Truepera                            -          LKAP-GutHK_D11_089   -               60     816      75     867      44     882    1461    +    2.4e-111  371.2  20.9  -
Sphingobacteriaceae_Anseongella                  -          LKAP-GutHK_D11_089   -               35     861      19     873       3     880    1457    +    3.3e-111  371.0  21.8  -
Nocardiopsaceae_Allosalinactinospora             -          LKAP-GutHK_D11_089   -               50     884      17     875       2     881    1485    +    3.9e-111  370.9  23.3  -
Erysipelotrichaceae_Bulleidia                    -          LKAP-GutHK_D11_089   -               69     847      74     867      53     880    1479    +    4.9e-111  370.4  21.7  -
Kiritimatiellaceae_Kiritimatiella                -          LKAP-GutHK_D11_089   -               43     910      16     874       2     881    1556    +    5.4e-111  370.1  23.1  -
Thermoanaerobacterales_Syntrophaceticus          -          LKAP-GutHK_D11_089   -               26     856      17     875       2     882    1416    +    5.8e-111  370.0  23.0  -
Bifidobacteriaceae_Aeriscardovia                 -          LKAP-GutHK_D11_089   -               25     847      15     874       1     881    1422    +    5.9e-111  370.3  23.7  -
Thermoanaerobacteraceae_Brockia                  -          LKAP-GutHK_D11_089   -               62     854      72     875      50     881    1458    +    8.4e-111  369.9  22.8  -
Cytophagaceae_Ekhidna                            -          LKAP-GutHK_D11_089   -               17     840      21     873      12     881    1368    +    8.6e-111  369.6  21.5  -
Petrotogaceae_Petrotoga                          -          LKAP-GutHK_D11_089   -               32     850      15     874       2     880    1487    +      1e-110  369.2  23.1  -
Prolixibacteraceae_Mariniphaga                   -          LKAP-GutHK_D11_089   -               22     853      15     873       2     881    1443    +    1.1e-110  369.1  23.3  -
Thermaceae_Rhabdothermus                         -          LKAP-GutHK_D11_089   -               74     839      73     875      52     881    1472    +    1.2e-110  369.3  22.5  -
Erysipelotrichaceae_Ileibacterium                -          LKAP-GutHK_D11_089   -               58     853      72     868      51     880    1459    +    1.4e-110  368.9  21.8  -
Halobacteroidaceae_Halanaerobaculum              -          LKAP-GutHK_D11_089   -               32     859      17     868       2     880    1498    +    1.5e-110  368.5  21.9  -
Syntrophomonadaceae_Fervidicola                  -          LKAP-GutHK_D11_089   -               44     874      17     874       2     881    1528    +    1.6e-110  368.8  23.4  -
Sporomusaceae_Sporolituus                        -          LKAP-GutHK_D11_089   -               13     765     133     875     121     881    1410    +    1.7e-110  368.3  18.1  -
Puniceicoccaceae_Coraliomargarita                -          LKAP-GutHK_D11_089   -               36     882      17     865       2     881    1457    +      2e-110  368.2  22.2  -
Dehalococcoidaceae_Dehalococcoides               -          LKAP-GutHK_D11_089   -               60     832      75     875      55     882    1435    +    2.2e-110  368.1  21.5  -
Erysipelotrichaceae_Longibaculum                 -          LKAP-GutHK_D11_089   -               58     856      66     864      45     881    1465    +    2.4e-110  368.1  21.8  -
Peptostreptococcaceae_Peptoanaerobacter          -          LKAP-GutHK_D11_089   -               43     862      16     868       2     881    1517    +    3.3e-110  367.5  22.5  -
Flavobacteriaceae_Aurantivirga                   -          LKAP-GutHK_D11_089   -               34     867      16     876       3     882    1456    +    3.6e-110  367.3  21.7  -
Flavobacteriaceae_Hanstruepera                   -          LKAP-GutHK_D11_089   -               29     864      17     873       3     881    1493    +    3.6e-110  367.4  22.3  -
Opitutaceae_Opitutus                             -          LKAP-GutHK_D11_089   -               74     874      75     865      53     881    1480    +    5.2e-110  366.8  21.0  -
Bernardetiaceae_Hugenholtzia                     -          LKAP-GutHK_D11_089   -               55     837      74     868      53     880    1461    +    5.5e-110  366.8  20.4  -
Microscillaceae_Eisenibacter                     -          LKAP-GutHK_D11_089   -               55     837      74     868      53     880    1461    +    5.5e-110  366.8  20.4  -
Anaerolineaceae_Bellilinea                       -          LKAP-GutHK_D11_089   -               63     835      74     868      53     881    1425    +    8.9e-110  366.4  22.3  -
Sporomusaceae_Dendrosporobacter                  -          LKAP-GutHK_D11_089   -               21     871      17     875       2     881    1506    +    9.5e-110  365.9  22.7  -
Aquificaceae_Hydrogenobaculum                    -          LKAP-GutHK_D11_089   -               25     871      17     877       3     881    1436    +    9.6e-110  366.2  23.6  -
Haliscomenobacteraceae_Haliscomenobacter         -          LKAP-GutHK_D11_089   -               43     867      16     873       2     881    1509    +      1e-109  366.2  22.6  -
Flammeovirgaceae_Nafulsella                      -          LKAP-GutHK_D11_089   -                2     832      14     873      13     881    1441    +    1.2e-109  365.6  21.6  -
Sporomusaceae_Anaerosinus                        -          LKAP-GutHK_D11_089   -               24     876      17     875       2     881    1511    +    1.3e-109  365.3  22.2  -
Balneolaceae_Rhodohalobacter                     -          LKAP-GutHK_D11_089   -               24     848      17     873       2     881    1456    +    1.6e-109  365.4  23.2  -
Bifidobacteriaceae_Parascardovia                 -          LKAP-GutHK_D11_089   -               41     866      17     874       2     881    1518    +    1.8e-109  365.1  22.6  -
Marinilabiliaceae_Geofilum                       -          LKAP-GutHK_D11_089   -               24     851      17     873       4     881    1440    +    1.9e-109  365.0  22.1  -
Thermoanaerobacterales_Caldanaerovirga           -          LKAP-GutHK_D11_089   -               58     836      75     874      53     881    1418    +    2.2e-109  365.0  22.3  -
Eggerthellaceae_Adlercreutzia                    -          LKAP-GutHK_D11_089   -               85     854      72     874      49     881    1469    +    2.5e-109  364.8  22.0  -
Prolixibacteraceae_Tangfeifania                  -          LKAP-GutHK_D11_089   -               23     853      16     873       2     881    1446    +    3.6e-109  363.9  23.1  -
Glycomycetaceae_Haloglycomyces                   -          LKAP-GutHK_D11_089   -               29     819      72     876      52     882    1421    +    4.5e-109  363.9  22.3  -
Leptotrichiaceae_Caviibacter                     -          LKAP-GutHK_D11_089   -               82     862      65     873      42     881    1499    +      5e-109  363.7  21.3  -
Flavobacteriaceae_Arcticiflavibacter             -          LKAP-GutHK_D11_089   -               43     875      16     873       3     881    1483    +    5.8e-109  363.2  21.9  -
Roseiflexaceae_Roseiflexus                       -          LKAP-GutHK_D11_089   -               78     834      73     866      49     880    1469    +    7.5e-109  363.4  21.4  -
Soortiaceae_Soortia                              -          LKAP-GutHK_D11_089   -               48     890      17     873       2     881    1516    +    1.1e-108  362.5  22.8  -
Eggerthellaceae_Asaccharobacter                  -          LKAP-GutHK_D11_089   -               85     854      72     874      49     881    1428    +    1.2e-108  362.6  22.0  -
Ktedonobacteraceae_Ktedonobacter                 -          LKAP-GutHK_D11_089   -               54     815      74     875      53     882    1386    +    1.2e-108  362.5  22.3  -
Cytophagaceae_Meniscus                           -          LKAP-GutHK_D11_089   -               26     850      15     868       2     880    1418    +    1.2e-108  362.3  22.8  -
Aquificaceae_Aquifex                             -          LKAP-GutHK_D11_089   -               52     915      17     877       2     881    1564    +    1.2e-108  362.6  23.9  -
Cytophagales_Ohtaekwangia                        -          LKAP-GutHK_D11_089   -               24     854      17     874       5     879    1444    +    1.2e-108  362.3  21.3  -
Flavobacteriaceae_Corallibacter                  -          LKAP-GutHK_D11_089   -               30     865      17     873       3     881    1463    +    1.3e-108  362.2  21.8  -
Flavobacteriaceae_Flavimarina                    -          LKAP-GutHK_D11_089   -               57     859      62     873      35     881    1448    +    1.6e-108  361.8  21.6  -
